Pheno	ID	REF	ALT	A1	FIRTH.	TEST	OBS_CT	nCases	OR	LOG.OR._SE	L95	U95	Z_STAT	P	ERRCODE	mlog10P	FDR_BY
ILD	KIR_2DL2	P	A	P	Y	ADD	336732	3893	1.03059	0.0333935	0.965299	1.1003	0.902358	0.366867	.	0.435491351646774	1
I9_CVD_HARD	KIR_2DL5	P	A	P	N	ADD	336732	54792	1.01019	0.0112381	0.988184	1.03269	0.9023	0.366898	.	0.435454655622987	1
K11_FISTULA	KIR_2DS1	P	A	P	N	ADD	336732	8282	0.979222	0.0232767	0.935552	1.02493	-0.902054	0.367028	.	0.435300802827915	1
RX_L02BA	Bw4_3DL1	P	A	P	N	ADD	336732	4358	0.885546	0.134808	0.679927	1.15335	-0.901662	0.367236	.	0.435054751667428	1
K11_ORAL_LICHEN_HYPOT_THYRO	KIR_2DS1	P	A	P	Y	ADD	336732	323	0.903303	0.112877	0.724023	1.12698	-0.900954	0.367613	.	0.434609138938712	1
K11_MN_PROGN	KIR_2DS1	P	A	P	N	ADD	336732	392	0.906228	0.10932	0.731448	1.12277	-0.900699	0.367748	.	0.434449680507504	1
AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	KIR_2DP1	P	A	P	N	ADD	336732	2223	1.17568	0.179692	0.826673	1.67202	0.900676	0.367761	.	0.43443432834114	1
K11_APPENDECTOMY	KIR_3DS1	P	A	P	N	ADD	336732	24464	0.987224	0.0142787	0.959979	1.01524	-0.900497	0.367856	.	0.434322155903553	1
I9_HEARTFAIL	KIR_2DL1	P	A	P	N	ADD	336732	24928	0.952036	0.0545847	0.855442	1.05954	-0.900487	0.367861	.	0.434316252893538	1
I9_RHEUFEV	KIR_2DS2	P	A	P	N	ADD	336732	826	0.937478	0.0717013	0.81457	1.07893	-0.900437	0.367888	.	0.434284378025841	1
C3_MELANOMA_SKIN	KIR_2DL5	P	A	P	N	ADD	336732	3023	1.03634	0.0396434	0.958866	1.12008	0.900432	0.36789	.	0.434282017017592	1
J10_COPDNAS_INCLAVO	KIR_2DS1	P	A	P	N	ADD	336732	19194	1.01446	0.0159473	0.983242	1.04667	0.90021	0.368008	.	0.434142740244713	1
RX_L02BG	KIR_3DS1	P	A	P	N	ADD	336732	7411	1.02353	0.025839	0.972984	1.0767	0.900049	0.368094	.	0.434041261575687	1
VWXY20_PUTOAM_VUOTE	KIR_2DL2	P	A	P	N	ADD	336732	641	0.93065	0.0798801	0.795778	1.08838	-0.899751	0.368253	.	0.433853706459157	1
R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS	KIR_3DL1	P	A	P	Y	ADD	336732	1091	1.12283	0.128759	0.872393	1.44515	0.89973	0.368264	.	0.433840733943109	1
INSULIN_SHORTFAST	KIR_3DS1	P	A	P	N	ADD	336732	10874	1.01913	0.0210644	0.977914	1.06209	0.899694	0.368283	.	0.433818327782584	1
ST19_FROSTBITE	KIR_2DS5	P	A	P	Y	ADD	336732	268	1.12286	0.128824	0.872309	1.44537	0.899514	0.368379	.	0.433705135380916	1
C3_MULT_MYELOMA	KIR_2DS5	P	A	P	Y	ADD	336732	603	1.08534	0.0910585	0.907936	1.2974	0.899306	0.36849	.	0.433574293432467	1
PACEMAKER	KIR_2DP1	P	A	P	N	ADD	336732	9476	0.929462	0.0813566	0.792466	1.09014	-0.899121	0.368588	.	0.433458808071413	1
CD2_BENIGN_SKIN_LIP	KIR_2DS2	P	A	P	N	ADD	336732	316	1.10845	0.114566	0.885517	1.3875	0.898711	0.368806	.	0.433202022147435	1
H7_OPTNERVE	KIR_2DS2	P	A	P	Y	ADD	336732	2659	1.03691	0.0403349	0.958091	1.12221	0.898543	0.368896	.	0.433096053874161	1
D3_HAEMOLYTICANAEMIA	C1_2DL2	P	A	P	Y	ADD	336732	897	0.856831	0.172061	0.611556	1.20048	-0.898021	0.369174	.	0.432768892841526	1
CD2_BENIGN_LIPO_SKIN_LIMBS	KIR_3DL1	P	A	P	Y	ADD	336732	2004	0.923756	0.0883287	0.776912	1.09835	-0.897869	0.369255	.	0.432673615291009	1
VWXY20_OCCUPANT_SPECIAL_ALL_T_OTHER_MOTOR_VEHIC_DESIG_PRIMARI_OFF_R_USE_INJURED_TRANSPO_ACCIDENT	KIR_2DL1	P	A	P	N	ADD	336732	402	0.730685	0.349529	0.368308	1.4496	-0.897704	0.369343	.	0.432570127562669	1
CD2_BENIGN_LIP	KIR_3DL1	P	A	P	N	ADD	336732	511	0.858437	0.170049	0.615123	1.19799	-0.897639	0.369378	.	0.432528974524166	1
CD2_BENIGN_LIP	KIR_2DS4	P	A	P	N	ADD	336732	511	0.858507	0.170072	0.615147	1.19815	-0.897033	0.369701	.	0.432149374707135	1
K11_IBD_STRICT	KIR_2DL3	P	A	P	N	ADD	336732	7647	0.957565	0.0483453	0.870997	1.05274	-0.896925	0.369759	.	0.432081246397282	1
K11_ORAL	KIR_2DP1	P	A	P	N	ADD	336732	130065	0.975494	0.0276728	0.923995	1.02986	-0.896597	0.369934	.	0.431875751588622	1
M13_OSTEOCHONDRO	Bw4_3DL1	P	A	P	N	ADD	336732	18181	1.06292	0.0680609	0.930182	1.2146	0.896577	0.369945	.	0.431862838019508	1
E4_ENDONUTRMET	KIR_2DS5	P	A	P	N	ADD	336732	142625	0.992789	0.00807237	0.977205	1.00862	-0.896486	0.369993	.	0.431806492392819	1
C3_RENAL_CELL_CARCINOMA	KIR_2DP1	P	A	P	N	ADD	336732	872	1.32053	0.310196	0.718965	2.42542	0.896304	0.37009	.	0.431692649580632	1
R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS	KIR_2DS4	P	A	P	Y	ADD	336732	1091	1.1223	0.128742	0.872017	1.44443	0.896239	0.370125	.	0.431651579602644	1
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_COMMUNICAB_DISEA	KIR_2DL1	P	A	P	N	ADD	336732	14018	0.941068	0.0677838	0.823993	1.07478	-0.896076	0.370212	.	0.431549508194355	1
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC1	KIR_2DL5	P	A	P	N	ADD	336732	69386	1.00846	0.00940202	0.990047	1.02722	0.896051	0.370226	.	0.431533085150839	1
J10_EXTERLUNG	Bw4_3DL1	P	A	P	N	ADD	336732	3935	0.880262	0.142354	0.665948	1.16355	-0.895903	0.370305	.	0.431440423900464	1
AB1_SEXUAL_TRANSMISSION	KIR_2DL1	P	A	P	N	ADD	336732	10453	1.07443	0.0801515	0.91823	1.25719	0.895637	0.370447	.	0.431273917924954	1
C3_MELANOMA	KIR_2DS5	P	A	P	N	ADD	336732	3943	1.0328	0.0360358	0.962371	1.10838	0.895606	0.370463	.	0.431255160689361	1
F5_PERSOBEH	KIR_3DL1	P	A	P	N	ADD	336732	10325	1.03773	0.0413501	0.956942	1.12533	0.895585	0.370474	.	0.431242265559812	1
CD2_BENIGN_MENINGES	KIR_2DP1	P	A	P	Y	ADD	336732	2517	0.875149	0.148915	0.65362	1.17176	-0.895551	0.370493	.	0.431219993056022	1
OPER_SHA03	KIR_2DL3	P	A	P	Y	ADD	336732	1876	1.09749	0.103883	0.895311	1.34532	0.895462	0.37054	.	0.431164902822046	1
SLE_ICD10	C1_2DL2	P	A	P	N	ADD	336732	891	0.861799	0.166098	0.622334	1.19341	-0.89546	0.370541	.	0.43116373076533	1
SLE_STRICT	C1_2DL2	P	A	P	N	ADD	336732	891	0.861799	0.166098	0.622334	1.19341	-0.89546	0.370541	.	0.43116373076533	1
CD2_BENIGN_LIPO_SKIN_LIMBS	KIR_2DS4	P	A	P	Y	ADD	336732	2004	0.923965	0.0883452	0.777062	1.09864	-0.895141	0.370712	.	0.430963355568945	1
KRA_PSY_MENTALRET	KIR_2DL3	P	A	P	N	ADD	336732	1123	0.894526	0.124534	0.700793	1.14182	-0.895033	0.370769	.	0.43089658437584	1
K11_IMPACTED_TEETH	KIR_3DS1	P	A	P	N	ADD	336732	6148	0.974449	0.0289218	0.920748	1.03128	-0.894936	0.370821	.	0.430835679258198	1
Z21_SPEECH_THERAPY	Bw4_3DL1	P	A	P	N	ADD	336732	8153	1.09793	0.104408	0.894751	1.34724	0.894813	0.370887	.	0.430758388907059	1
L12_SKIN_SUBCUTAN	KIR_2DS3	P	A	P	N	ADD	336732	106315	1.00825	0.00918837	0.99026	1.02658	0.894687	0.370954	.	0.430679941556841	1
CD2_BENIGN_BRAIN_CNS	KIR_2DS3	P	A	P	Y	ADD	336732	1688	1.05516	0.0600147	0.938063	1.18687	0.894594	0.371004	.	0.430621407989906	1
C3_COLORECTAL_ADENO	KIR_2DL2	P	A	P	N	ADD	336732	5656	0.975306	0.0279526	0.92331	1.03023	-0.89452	0.371044	.	0.430574586815823	1
CD2_BENIGN_SKIN_EAR	KIR_2DS3	P	A	P	N	ADD	336732	962	1.07287	0.0786493	0.919603	1.25168	0.8943	0.371161	.	0.430437663850325	1
F5_PERSOBEH	KIR_2DS4	P	A	P	N	ADD	336732	10325	1.03767	0.0413527	0.956885	1.12528	0.894203	0.371213	.	0.430376823052841	1
VWXY20_UNSPE_THREAT_BREAT	KIR_2DS3	P	A	P	Y	ADD	336732	234	1.14908	0.155427	0.847327	1.5583	0.894071	0.371284	.	0.430293765725177	1
CD2_BENIGN_CAECUM	KIR_2DS3	P	A	P	N	ADD	336732	2368	0.954806	0.0517381	0.862731	1.05671	-0.893874	0.37139	.	0.430169794196904	1
ALCOHOL_RELATED	KIR_3DS1	P	A	P	N	ADD	336732	23200	0.986915	0.014737	0.958816	1.01584	-0.893786	0.371437	.	0.430114837011243	1
K11_PARODON_DENTAL_OPER	KIR_2DL2	P	A	P	N	ADD	336732	29988	1.01139	0.0126725	0.986576	1.03682	0.893525	0.371576	.	0.429952344743439	1
AB1_SEXUAL_TRANSMISSION	KIR_2DP1	P	A	P	N	ADD	336732	10453	1.07411	0.0800193	0.918194	1.25649	0.893383	0.371652	.	0.429863525751852	1
VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW	KIR_2DP1	P	A	P	N	ADD	336732	9754	0.9314	0.079552	0.796932	1.08856	-0.893333	0.371679	.	0.429831976008826	1
RX_L04AB	KIR_2DS1	P	A	P	N	ADD	336732	3849	0.969917	0.0342096	0.907016	1.03718	-0.892885	0.371919	.	0.429551634535944	1
Q17_VACTREL	KIR_2DP1	P	A	P	N	ADD	336732	4874	0.908471	0.107524	0.735845	1.12159	-0.892749	0.371992	.	0.429466399884808	1
K11_EMBED_TEETH	KIR_2DL1	P	A	P	N	ADD	336732	2704	1.1548	0.161238	0.841901	1.584	0.892648	0.372046	.	0.429403360357085	1
F5_EATING	Bw4_3DL1	P	A	P	N	ADD	336732	3401	1.14719	0.153859	0.848536	1.55096	0.892477	0.372138	.	0.429295980750594	1
CD2_INSITU_COLON	KIR_2DL5	P	A	P	Y	ADD	336732	308	0.894165	0.12539	0.699335	1.14327	-0.892135	0.37232	.	0.429083634057345	1
I9_HYPERTROCARDMYOP	KIR_2DL3	P	A	P	Y	ADD	336732	963	1.1355	0.142433	0.858907	1.50115	0.892132	0.372322	.	0.429081301153846	1
C3_GBM	KIR_2DL3	P	A	P	Y	ADD	336732	311	1.26232	0.261154	0.756613	2.10602	0.891999	0.372393	.	0.428998491197531	1
N14_KIDUROTH	Bw4_3DL1	P	A	P	Y	ADD	336732	3323	1.14374	0.150618	0.851376	1.53651	0.891688	0.37256	.	0.428803775075325	1
Q17_CLEFT_LIP_CLEFT_PALATE	KIR_2DL1	P	A	P	N	ADD	336732	430	0.751971	0.319766	0.401806	1.4073	-0.891456	0.372685	.	0.428658086581616	1
RHEUMA_ENDPOINTS	KIR_2DS1	P	A	P	N	ADD	336732	85020	0.99234	0.0086255	0.975705	1.00926	-0.891444	0.372691	.	0.428651094763013	1
CD2_BENIGN_URINARY	Bw4_3DL1	P	A	P	Y	ADD	336732	1058	0.799618	0.250868	0.489039	1.30744	-0.891388	0.372721	.	0.428616137358346	1
ILD_FOR_EXCL	Bw4_3DL1	P	A	P	N	ADD	336732	7740	0.912729	0.102455	0.746675	1.11571	-0.891285	0.372776	.	0.428552056090284	1
K11_APHTA_RECUR_INCLAVO	KIR_2DS2	P	A	P	N	ADD	336732	3702	1.03113	0.0343974	0.963904	1.10304	0.891168	0.372839	.	0.428478665526991	1
CD2_INSITU_MELANOMA_TRUNK	KIR_2DL3	P	A	P	Y	ADD	336732	275	1.27421	0.272038	0.747618	2.1717	0.890767	0.373054	.	0.42822829901009	1
AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST	KIR_2DS2	P	A	P	N	ADD	336732	1548	0.954218	0.0526308	0.860693	1.05791	-0.890404	0.373249	.	0.428001347153007	1
D3_IMMUNEMECHANISM	KIR_3DL1	P	A	P	N	ADD	336732	5507	1.05171	0.0566359	0.941216	1.17519	0.890286	0.373313	.	0.427926886232387	1
COPD_HOSPITAL_MAIN	KIR_2DS3	P	A	P	N	ADD	336732	11221	0.978534	0.0243785	0.932879	1.02642	-0.890102	0.373411	.	0.427812892683309	1
K11_PARODON_OPER_EARLY	KIR_3DL1	P	A	P	Y	ADD	336732	2951	1.07353	0.0797296	0.918226	1.25511	0.889954	0.37349	.	0.427721021701216	1
IBD_DRUGS	KIR_2DL2	P	A	P	N	ADD	336732	58109	1.00847	0.00947601	0.989911	1.02737	0.889906	0.373517	.	0.42768962721357	1
H8_MIDDLEMASTOID	KIR_2DL3	P	A	P	N	ADD	336732	24781	0.974756	0.0287334	0.921378	1.03123	-0.889846	0.373549	.	0.427652421870456	1
ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS	KIR_2DL3	P	A	P	N	ADD	336732	12581	1.03568	0.0393989	0.958712	1.11882	0.889778	0.373585	.	0.427610569668948	1
RX_L02BA	KIR_2DL2	P	A	P	N	ADD	336732	4358	1.02843	0.0315093	0.966841	1.09395	0.889762	0.373593	.	0.42760126972742	1
VWXY20_PEDES_INJURED_COLLIS_W_CAR_PICK__TRUCK_VAN	KIR_2DS5	P	A	P	Y	ADD	336732	616	1.08183	0.088395	0.909736	1.28647	0.889755	0.373597	.	0.427596619831336	1
K11_OESSTODUO	KIR_2DS1	P	A	P	N	ADD	336732	52713	1.00904	0.0101175	0.98923	1.02925	0.889715	0.373619	.	0.427571046292749	1
K11_CARIES_2	KIR_2DS4	P	A	P	N	ADD	336732	29786	1.02298	0.0255428	0.97303	1.0755	0.8896	0.37368	.	0.427500145720274	1
K11_OVERJET	KIR_3DL1	P	A	P	Y	ADD	336732	655	1.17055	0.177021	0.827386	1.65603	0.889558	0.373703	.	0.427473415722169	1
K11_OPEN_BITE_SURGERY	KIR_3DS1	P	A	P	Y	ADD	336732	234	0.885362	0.136928	0.676968	1.15791	-0.889217	0.373886	.	0.427260796510875	1
VWXY20_EXPOS_UNSPE_SMOKE_FIRE_FLAMES	KIR_2DP1	P	A	P	Y	ADD	336732	234	1.75269	0.6313	0.508559	6.04045	0.888883	0.374066	.	0.427051764358406	1
M13_ANKYLOSPON_ICD10	KIR_3DS1	P	A	P	N	ADD	336732	2540	0.962307	0.043237	0.884118	1.04741	-0.888619	0.374208	.	0.426886932178829	1
K11_OVERJET	KIR_2DS4	P	A	P	Y	ADD	336732	655	1.17025	0.177012	0.827193	1.65559	0.888188	0.37444	.	0.426617763429225	1
K11_PARODON_OPER_EARLY	KIR_2DS4	P	A	P	Y	ADD	336732	2951	1.07338	0.0797303	0.91809	1.25493	0.888104	0.374485	.	0.426565573285461	1
D3_IMMUNEMECHANISM	KIR_2DS4	P	A	P	N	ADD	336732	5507	1.05157	0.056637	0.941089	1.17503	0.887909	0.37459	.	0.42644382066817	1
GOUT_IDIOP_NOS	Bw4_3DL1	P	A	P	N	ADD	336732	6584	1.10641	0.113892	0.885054	1.38312	0.887845	0.374624	.	0.426404403325742	1
K11_IMPACTED_TEETH	C1_2DL2	P	A	P	N	ADD	336732	6148	0.944103	0.0647956	0.831506	1.07195	-0.887707	0.374698	.	0.426318625004099	1
C3_RENAL_CELL_CARCINOMA	KIR_2DL3	P	A	P	N	ADD	336732	872	1.14818	0.155708	0.846194	1.55793	0.8874	0.374863	.	0.426127423512368	1
E4_MALNUTRITION	Bw4_3DL1	P	A	P	Y	ADD	336732	469	1.39697	0.376823	0.667477	2.92375	0.887177	0.374983	.	0.425988420735069	1
ST19_TOXIC_EFFEC_SUBST_CHIEF_NONME_SOURCE	KIR_2DS3	P	A	P	N	ADD	336732	3344	1.0394	0.0435584	0.954345	1.13203	0.887145	0.375001	.	0.425967574155207	1
G6_PARKINSON	KIR_2DS2	P	A	P	N	ADD	336732	3822	0.970612	0.0336279	0.908702	1.03674	-0.887029	0.375064	.	0.425894619004855	1
C3_PANCREAS	KIR_3DS1	P	A	P	N	ADD	336732	1504	0.952095	0.0553475	0.854218	1.06119	-0.886945	0.375108	.	0.425843673469096	1
RX_GLUCOSAMINE	KIR_2DL5	P	A	P	N	ADD	336732	15753	0.983889	0.0183254	0.949177	1.01987	-0.886338	0.375435	.	0.425465242640834	1
CD2_BENIGN_URINARY	KIR_3DS1	P	A	P	Y	ADD	336732	1058	1.05981	0.0655612	0.932011	1.20513	0.885996	0.37562	.	0.425251291649823	1
CD2_INSITU_SKIN_FACE	KIR_2DS5	P	A	P	Y	ADD	336732	1814	1.04776	0.0526755	0.944987	1.16172	0.885753	0.375751	.	0.425099854935588	1
K11_PULPITIS_4_ONLYAVO	KIR_2DS4	P	A	P	N	ADD	336732	84048	1.01444	0.0161882	0.982758	1.04714	0.885566	0.375851	.	0.424984289919937	1
K11_ORAL_LICHEN_HYPOT_THYRO	KIR_2DS5	P	A	P	Y	ADD	336732	323	0.897422	0.122231	0.706242	1.14035	-0.885451	0.375913	.	0.424912655050646	1
K11_CARIES_2	KIR_3DL1	P	A	P	N	ADD	336732	29786	1.02287	0.0255397	0.972925	1.07537	0.885228	0.376034	.	0.424772885538263	1
K11_PULPITIS_4	KIR_2DL3	P	A	P	N	ADD	336732	89175	0.985415	0.0166039	0.953863	1.01801	-0.884868	0.376228	.	0.424548886103606	1
K11_APPENDECTOMY	KIR_2DL1	P	A	P	N	ADD	336732	24464	1.04778	0.0527586	0.94485	1.16193	0.884705	0.376316	.	0.424447316189868	1
J10_COPDNAS_INCLAVO	KIR_2DL5	P	A	P	N	ADD	336732	19194	1.01476	0.0165572	0.982354	1.04823	0.884677	0.376331	.	0.424430005505764	1
M13_MUSCULOSKELEOTH	C1_2DL2	P	A	P	N	ADD	336732	3771	0.932659	0.0788357	0.799131	1.0885	-0.884314	0.376527	.	0.424203875955766	1
PDMED_AMANTADINE	C1_2DL2	P	A	P	Y	ADD	336732	375	0.805523	0.244583	0.498756	1.30097	-0.884214	0.376581	.	0.424141595639894	1
VWXY20_PEDAL_CYCLIST_INJURED_COLLIS_W_MOTOR_VEHIC1	KIR_2DS3	P	A	P	N	ADD	336732	813	1.07836	0.0853749	0.912205	1.27478	0.883643	0.376889	.	0.423786537819738	1
Q17_SEPTA_DEFEC	KIR_2DS4	P	A	P	N	ADD	336732	1746	1.09398	0.101655	0.896356	1.33517	0.883597	0.376914	.	0.423757730924431	1
I9_CHD	C1_2DL2	P	A	P	N	ADD	336732	38495	0.975121	0.0285127	0.922122	1.03117	-0.88359	0.376918	.	0.423753121998496	1
H7_OCUMUSCLE	KIR_2DL2	P	A	P	N	ADD	336732	16284	1.01492	0.0167731	0.982102	1.04884	0.883231	0.377111	.	0.423530799417169	1
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	KIR_2DP1	P	A	P	N	ADD	336732	7110	0.922318	0.091558	0.770809	1.10361	-0.883207	0.377124	.	0.423515828411407	1
K11_PULPITIS_4_ONLYAVO	KIR_3DL1	P	A	P	N	ADD	336732	84048	1.0144	0.0161868	0.982721	1.0471	0.883128	0.377167	.	0.423466312607183	1
M13_OSTEOCHONDRO	KIR_3DS1	P	A	P	N	ADD	336732	18181	0.985541	0.0164928	0.954192	1.01792	-0.883086	0.37719	.	0.423439829726831	1
K11_DEEP_BITE	KIR_2DL3	P	A	P	Y	ADD	336732	3341	1.07023	0.0768589	0.920562	1.24422	0.883046	0.377212	.	0.423414499787078	1
ALCOGASTRITIS	KIR_2DP1	P	A	P	Y	ADD	336732	388	1.50966	0.466545	0.604999	3.76706	0.882836	0.377325	.	0.423284419282552	1
CD2_BENIGN_MELANOCYTIC_UPPERLIMB	KIR_2DS3	P	A	P	N	ADD	336732	558	0.90911	0.107993	0.735686	1.12341	-0.882365	0.377579	.	0.4229921680756	1
CD2_BENIGN_SKIN_EYELID	KIR_2DL3	P	A	P	Y	ADD	336732	4026	0.943252	0.0662124	0.828453	1.07396	-0.88234	0.377593	.	0.422976065458588	1
K11_ORAL_LEUCOPLAC_RELAT_INCLAVO	KIR_2DS5	P	A	P	N	ADD	336732	2264	1.04298	0.0477031	0.949889	1.1452	0.88226	0.377636	.	0.422926611153359	1
Q17_SEPTA_DEFEC	KIR_3DL1	P	A	P	N	ADD	336732	1746	1.09381	0.101641	0.896242	1.33493	0.882207	0.377665	.	0.422893261429258	1
Q17_SEPTA_DEFEC	KIR_2DL1	P	A	P	N	ADD	336732	1746	1.19487	0.201814	0.804521	1.77462	0.882197	0.37767	.	0.422887511735653	1
ABDOM_HERNIA	KIR_2DS5	P	A	P	N	ADD	336732	14303	1.01706	0.0191779	0.979542	1.05602	0.882154	0.377693	.	0.422861064125466	1
OPER_SHB00	KIR_3DL1	P	A	P	N	ADD	336732	3912	1.06083	0.0669453	0.930387	1.20957	0.882146	0.377698	.	0.422855314858108	1
PDMED_BIPERIDEN	KIR_2DS2	P	A	P	N	ADD	336732	1532	1.048	0.0531685	0.944286	1.1631	0.881766	0.377904	.	0.422618511182393	1
J10_PNEUMONIA	KIR_2DS5	P	A	P	N	ADD	336732	53998	1.00953	0.0107575	0.988467	1.03104	0.881658	0.377962	.	0.422551861591064	1
K11_PULPITIS_3_ONLYAVO	KIR_2DL5	P	A	P	Y	ADD	336732	4382	0.968906	0.0358327	0.903194	1.0394	-0.881525	0.378033	.	0.422470287220054	1
R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS	KIR_2DL3	P	A	P	N	ADD	336732	20367	0.973152	0.0308783	0.916003	1.03387	-0.881357	0.378125	.	0.422364608003456	1
C3_RECTUM_ADENO_MUCINO	KIR_2DS2	P	A	P	N	ADD	336732	2637	0.964753	0.0407189	0.890751	1.0449	-0.881238	0.378189	.	0.422291107190545	1
NEPHROPATHY_OPER	C1_2DL2	P	A	P	N	ADD	336732	3337	1.07901	0.086317	0.911074	1.27791	0.881025	0.378304	.	0.422159066667225	1
KRA_PSY_ANYMENTAL	KIR_2DS1	P	A	P	N	ADD	336732	97037	0.992997	0.00797978	0.977587	1.00865	-0.880716	0.378472	.	0.421966244817277	1
VWXY20_CONTACT_W_VENOMO_SNAKES_LIZAR	KIR_3DS1	P	A	P	Y	ADD	336732	236	0.885864	0.137612	0.676443	1.16012	-0.880677	0.378492	.	0.421943295536624	1
C3_CONNECTIVE_SOFT_NAS	KIR_3DS1	P	A	P	N	ADD	336732	566	0.921421	0.0929468	0.767965	1.10554	-0.880487	0.378596	.	0.421823978822049	1
RX_CODEINE_TRAMADOL	KIR_2DL2	P	A	P	N	ADD	336732	55447	0.991528	0.00966596	0.97292	1.01049	-0.880227	0.378736	.	0.421663411915701	1
F5_PSYCHDEV	KIR_2DL5	P	A	P	N	ADD	336732	4114	0.968762	0.036055	0.902666	1.0397	-0.880207	0.378747	.	0.421650798459555	1
Q17_CLEFT_PALATE_EXCLUDE	KIR_2DP1	P	A	P	Y	ADD	336732	522	1.41636	0.3955	0.652414	3.07485	0.880126	0.378791	.	0.421600348298044	1
COPD_EARLYANDLATER	KIR_2DS3	P	A	P	N	ADD	336732	16090	0.982008	0.0206299	0.943094	1.02253	-0.880059	0.378827	.	0.421559075251838	1
RX_L02BG	KIR_2DS4	P	A	P	N	ADD	336732	7411	1.0446	0.0495822	0.947864	1.15121	0.880055	0.378829	.	0.42155678241983	1
OPER_SHB00	KIR_2DS4	P	A	P	N	ADD	336732	3912	1.06069	0.0669461	0.930255	1.2094	0.88004	0.378838	.	0.421546464825591	1
PDMED_ROTIGOTINE	KIR_2DL3	P	A	P	Y	ADD	336732	224	0.804217	0.247604	0.495008	1.30658	-0.879976	0.378872	.	0.421507489459304	1
K11_MN_RETRGN	KIR_2DL5	P	A	P	Y	ADD	336732	1866	0.956636	0.0503899	0.866672	1.05594	-0.879787	0.378975	.	0.42138943837007	1
CD2_BENIGN_BONE_SHORT_UPPER	KIR_2DS3	P	A	P	Y	ADD	336732	379	0.891181	0.130973	0.689416	1.15199	-0.879629	0.37906	.	0.421292041729765	1
CD2_BENIGN_MENINGES_NOS	KIR_3DS1	P	A	P	Y	ADD	336732	387	0.905933	0.11235	0.726881	1.12909	-0.879311	0.379233	.	0.421093878363698	1
M13_SYSTCONNECT	KIR_3DS1	P	A	P	N	ADD	336732	11008	0.981596	0.0211248	0.941784	1.02309	-0.879301	0.379238	.	0.421088152442971	1
Q17_ANKYLOGLOSSIA	Bw4_3DL1	P	A	P	Y	ADD	336732	416	0.730969	0.356675	0.363326	1.47062	-0.878629	0.379603	.	0.420670364004763	1
K11_HYPERTROPHY_TONGUE_PAPILLAE	Bw4_3DL1	P	A	P	Y	ADD	336732	286	0.638769	0.510183	0.235004	1.73625	-0.878534	0.379654	.	0.420612020074814	1
VWXY20_INTENTI_SELF_H_SHARP_OBJECT	KIR_2DS2	P	A	P	N	ADD	336732	743	1.07158	0.0787026	0.918406	1.25031	0.87848	0.379683	.	0.420578847609937	1
CD2_BENIGN_MENINGES_CEREBRAL	KIR_3DS1	P	A	P	Y	ADD	336732	2261	0.960577	0.0457954	0.878115	1.05078	-0.878271	0.379797	.	0.420448470058694	1
E4_DIABETES	KIR_2DS3	P	A	P	N	ADD	336732	62833	1.01	0.011344	0.987794	1.03271	0.877345	0.3803	.	0.419873674588418	1
PDMED_PRAMIPEXOLE	Bw4_3DL1	P	A	P	N	ADD	336732	5705	0.904704	0.114171	0.723308	1.13159	-0.877169	0.380395	.	0.419765200164384	1
C3_LYMPHNODES_SECONDARY_NAS	KIR_3DS1	P	A	P	Y	ADD	336732	2229	0.960435	0.0460237	0.877592	1.0511	-0.877132	0.380415	.	0.419742366895525	1
OPER_JFB31	KIR_2DS3	P	A	P	Y	ADD	336732	1176	1.06474	0.0715517	0.92542	1.22504	0.876725	0.380636	.	0.419490139165193	1
COPD_HOSPITAL_MAIN	KIR_2DL3	P	A	P	N	ADD	336732	11221	1.03767	0.0421757	0.95534	1.12709	0.876695	0.380652	.	0.41947188401941	1
I9_OTHHEART	Bw4_3DL1	P	A	P	N	ADD	336732	84273	1.03364	0.0377429	0.959934	1.113	0.876549	0.380731	.	0.419381760483178	1
CD2_BENIGN_MOUTH_NOS	KIR_2DL1	P	A	P	N	ADD	336732	824	1.30636	0.304985	0.718556	2.37502	0.876264	0.380887	.	0.419203849929267	1
K11_CARIES_2_OPER	KIR_2DP1	P	A	P	N	ADD	336732	28759	1.04478	0.0500016	0.947245	1.15235	0.876045	0.381006	.	0.419068185095053	1
K11_APHTA_RECUR	KIR_2DL3	P	A	P	N	ADD	336732	1185	0.898511	0.122162	0.707194	1.14158	-0.876021	0.381019	.	0.419053367134316	1
CD2_BENIGN_SKIN_SCALPNECK	KIR_2DL3	P	A	P	Y	ADD	336732	606	0.865347	0.165146	0.626063	1.19609	-0.875736	0.381173	.	0.418877869750132	1
